product_key,product_name,mrp_inr,discount_percent,discounted_price_inr,available_quantity,weight_in_gms,quantity,outOfStock,band_key,status_key,discount_band_key
338,Weikfield Cocoa Powder,70.0,7,65.0,6,50,50,False,1,1,2
339,Pantai Coconut Cream,150.0,4,143.0,4,400,400,False,2,1,2
340,Popular Essentials Coriander Seeds,15.0,0,15.0,5,50,50,False,1,1,1
341,Ching's Singapore Curry Instant Noodles,60.0,0,60.0,4,240,240,False,1,1,1
342,Eastern Fish Masala,48.0,2,47.0,5,100,100,False,1,1,2
343,Pillsbury Atta/Godihittu - Chakki Fresh,275.0,0,275.0,6,5000,5,False,4,1,1
344,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215.0,9,194.0,4,1000,1,False,3,1,2
345,Everest Dry Ginger Powder,75.0,9,68.0,4,100,100,False,1,1,2
346,Pillsbury Cooker Cake Mix - Choco,100.0,11,89.0,6,159,159,False,1,1,2
347,Hersheys Chocolate Almond Syrup,200.0,0,200.0,2,450,450,False,2,1,1
348,Satyam Nighties Spices  Chilli Pandi,56.0,7,52.0,5,100,100,False,1,1,2
349,Popular Essentials Popular Essential Pista Salted (With Shell),190.0,10,171.0,6,100,100,False,1,1,2
350,Godrej Yummiez Chicken Punjabi Tikka ,295.0,9,266.0,6,360,360,False,2,1,2
351,Popular Essentials Rozana Sona Masuri Raw Rice,350.0,10,312.0,5,5000,5,False,4,1,2
352,24 Mantra Mustard Oil (Cold Pressed) ,350.0,10,312.0,6,1000,1,False,3,1,2
353,24 Mantra Organic Black Pepper,170.0,7,157.0,6,100,100,False,1,1,2
354,Popular Essentials Green Moong Whole,90.0,16,75.0,3,500,500,False,2,1,3
355,24 Mantra Organic Masoor Dal - Split,95.0,7,88.0,6,500,500,False,2,1,2
356,Praakritik Organic Natural Rock Salt,60.0,6,56.0,3,500,500,False,2,1,2
357,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390.0,11,347.0,5,1000,1,False,3,1,2
358,"Ching's Secret Instant Noodles, Hot Garlic",60.0,0,60.0,4,240,240,False,1,1,1
359,Saffola Everyday Peppy Tomato Masala Oats,195.0,12,171.0,6,500,500,False,2,1,2
360,Dabur 100% Pure Honey - Worlds No.1,430.0,10,387.0,6,1000,1,False,3,1,2
361,Popular Essentials Star Anise,70.0,10,63.0,5,25,25,False,1,1,2
362,Ching's Secret Chicken 65 Masala - Chicken,10.0,0,10.0,5,20,20,False,1,1,1
363,Cadbury Cocoa Powder,223.0,5,211.0,6,150,150,False,1,1,2
364,Praakritik Natural Desi Gir Cow A2 Ghee,1450.0,10,1305.0,6,540,540,False,3,1,2
365,Praakritik Organic Poha,120.0,6,112.0,5,500,500,False,2,1,2
366,Praakritik Organic Natural Wild Forest Honey,160.0,6,150.0,4,200,200,False,1,1,2
367,Popular Essentials Dry Dates (Kharak),140.0,15,118.0,6,250,250,False,1,1,2
368,Popular Essentials Kashmiri Red Rajma,95.0,6,89.0,4,500,500,False,2,1,2
369,Dabur Hommade - Garlic Paste,50.0,6,47.0,6,200,200,False,1,1,2
370,Dabur 100% Pure Honey,330.0,10,297.0,1,400,400,False,2,1,2
371,Ching's Schezwan Fried Rice(Miracle Masala),44.0,0,44.0,5,60,60,False,1,1,1
372,"""Maggi Magic Cubes, Vegetarian Masala""",35.0,2,34.0,1,40,40,False,1,1,2
373,Everest Tandoori Chicken Masala,74.0,9,67.0,3,100,100,False,1,1,2
374,Popular Essentials Red Poha,45.0,4,43.0,6,500,500,False,2,1,2
375,Everest Kitchen King Masala,142.0,9,128.0,6,200,200,False,1,1,2
376,Pillsbury Oven Cake Mix - Rich Chocolate,165.0,10,147.0,5,285,285,False,2,1,2
377,Eastern Super Garam Masala,74.0,6,69.0,2,200,200,False,1,1,2
378,Maggi Magic Cubes Extra Chicken,40.0,2,39.0,6,48,48,False,1,1,2
379,Satyam Nighties Spices  Chilli Kashmiri,102.0,6,95.0,6,100,100,False,1,1,2
380,Eastern Cumin Powder,49.0,2,48.0,6,100,100,False,1,1,2
381,Popular Essentials Urad Gola White(Un-Polished),90.0,10,81.0,6,500,500,False,2,1,2
382,24 Mantra Organic Chana Dal,95.0,6,89.0,5,500,500,False,2,1,2
383,Delight Nuts Cashew Roasted & Salted,425.0,20,340.0,6,200,200,False,1,1,3
384,Popular Essentials Mace/Javitri,90.0,10,81.0,3,20,20,False,1,1,2
385,Dlicia Whip Topping Bottle,235.0,27,171.0,5,1000,1,False,3,1,3
386,Mother's Recipe Paste Ginger & Garlic,76.0,10,68.0,4,300,300,False,2,1,2
387,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410.0,10,369.0,6,1000,1,False,3,1,2
388,Satyam Pulses Masur Dal,87.0,6,81.0,6,500,500,False,2,1,2
389,Delight Nuts Pista Roasted & Salted,425.0,20,340.0,6,200,200,False,1,1,3
390,"Top Ramen Noodles, Atta",80.0,0,80.0,1,280,280,False,2,1,1
391,Hershey's Cocoa Powder,95.0,0,95.0,5,70,70,False,1,1,1
392,Praakritik Organic Singhara Atta,240.0,6,225.0,4,500,500,False,2,1,2
393,Gits Veg Biryani Ready to Eat,110.0,10,99.0,6,265,265,False,2,1,2
394,Delight Nuts Cranberries Sliced ,299.0,20,239.0,6,200,200,False,1,1,3
395,Borges Durum Wheat Pasta Superior Quality,250.0,40,149.0,6,500,500,False,2,1,4
396,Ceres Foods Laal Maas Instant Liquid Masala,220.0,50,110.0,5,200,200,False,1,1,4
397,Popular Essentials Sattu Atta,90.0,12,79.0,3,500,500,False,2,1,2
398,Popular Essentials Mustard Seeds Rai Yellow,25.0,0,25.0,5,100,100,False,1,1,1
399,Praakritik Organic Extra Virgin Coconut Oil,150.0,10,134.0,5,100,100,False,1,1,2
400,Praakritik Organic Garlic Powder,110.0,1,108.0,5,100,100,False,1,1,2
401,Sugarfree Gold Low Calorie Sweetner ,125.0,5,118.0,6,100,100,False,1,1,2
402,Aashirvaad Breakfast Instant Mix - Rice Idli,75.0,30,52.0,6,200,200,False,1,1,3
403,Kitchens Of India Mutter Paneer,130.0,4,124.0,6,285,285,False,2,1,2
404,Ching's Secret Veg Manchurian Masala,44.0,0,44.0,6,60,60,False,1,1,1
405,Popular Essentials Jowa Flour,50.0,2,49.0,5,500,500,False,2,1,2
406,Everest Shahi Biryani Masala,245.0,0,245.0,6,200,200,False,1,1,1
407,Popular Essentials Black Til,50.0,6,47.0,4,100,100,False,1,1,2
408,Popular Essentials Pancharatna Dal,80.0,10,72.0,6,500,500,False,2,1,2
409,Saffola 100% Pure Honey,475.0,8,437.0,2,1000,750,False,3,1,2
410,Popular Essentials Tamarind,150.0,14,128.0,6,500,500,False,2,1,2
411,Gits Rice Dosa Instant Breakfast Mix,60.0,5,57.0,5,200,200,False,1,1,2
412,Popular Essentials Poppy Seeds (Gasagase),280.0,7,260.0,6,100,100,False,1,1,2
413,Hershey's Hot Chocolate Powder,210.0,0,210.0,4,250,250,False,1,1,1
414,Borges Farfalle Durum Wheat Pasta ,250.0,0,250.0,5,500,500,False,2,1,1
415,Satyam Chilli  Bedgi,82.0,10,73.0,5,100,100,False,1,1,2
416,Aashirvaad Instant Mix - Rice Dosa,75.0,30,52.0,6,200,200,False,1,1,3
417,Hershey's Cocoa - Natural Unsweetened,270.0,10,243.0,4,225,225,False,1,1,2
418,Weikfield Veg Jelly Crystals - Mango,45.0,2,44.0,6,90,90,False,1,1,2
419,Praakritik Orrganic Cold Pressed Sesame Oil,130.0,10,117.0,5,100,100,False,1,1,2
420,Amulya Dairy Whitener ,380.0,2,372.0,4,1000,1,False,3,1,2
421,ITC Master Chef Hyderabadi Biryani,75.0,30,52.0,5,80,80,False,1,1,3
422,Flying Bird Butter Scotch Essence,50.0,2,49.0,6,20,20,False,1,1,2
423,Dabur Hommade - Ginger Paste,50.0,6,47.0,6,200,200,False,1,1,2
424,Popular Essentials Green Peas (Un-Polished),120.0,10,108.0,5,500,500,False,2,1,2
425,Quaker Oats Pouch,276.0,10,248.0,6,1500,1,False,4,1,2
426,24 Mantra Organic Urad White Whole,145.0,15,122.0,4,500,500,False,2,1,2
427,Popular Essentials Guntur Chilli Stemless,40.0,2,39.0,2,100,100,False,1,1,2
428,Popular Essentials Moth Whole,90.0,10,81.0,6,500,500,False,2,1,2
429,Keya Pizza Seasoning,109.0,17,90.0,6,45,45,False,1,1,3
430,Keya Piri Piri | Exotic Spices Mix,109.0,20,87.0,6,80,80,False,1,1,3
431,24 Mantra Organic Moong Dal,135.0,7,125.0,6,500,500,False,2,1,2
432,Betty Crocker French Vanilla Cake Mix,310.0,10,276.0,6,520,520,False,3,1,2
433,Delight Nuts Dried Cranberries ,340.0,20,272.0,6,200,200,False,1,1,3
434,Everest Kesari Milk Masala,205.0,0,205.0,2,50,50,False,1,1,1
435,Tong Garden Salted Cocktail Nuts,295.0,9,266.0,5,160,160,False,1,1,2
436,MTR Uttapam Mix,165.0,5,156.0,6,500,500,False,2,1,2
437,Gits Khaman Dhokla Instant Snack Mix,65.0,6,61.0,6,180,180,False,1,1,2
438,Happilo Premium 100% Natural Whole Cashews,335.0,29,235.0,6,200,200,False,1,1,3
439,Everest Dry Mango Powder,80.0,0,80.0,5,100,100,False,1,1,1
440,Dabur Hommade - Ginger Garlic Past Tub,110.0,5,104.0,6,400,400,False,2,1,2
441,Everest Chicken Masala,147.0,10,132.0,6,200,200,False,1,1,2
442,Gits Medu Vada Instant Snack Mix,90.0,4,86.0,6,200,200,False,1,1,2
443,Weikfield Drinking Chocolate Powder,65.0,10,58.0,6,100,100,False,1,1,2
444,Popular Essentials Regular White Lobia,70.0,10,63.0,6,500,500,False,2,1,2
445,Puro Healthy Salt Crystal,135.0,7,125.0,6,1000,1,False,3,1,2
446,Popular Essentials Premium Jeera Rice,140.0,0,140.0,5,1000,1,False,3,1,1
447,Smith & Jones Shahi Paneer Masala Mix,44.0,0,44.0,6,60,60,False,1,1,1
448,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,200.0,11,178.0,6,264,264,False,2,1,2
449,Smith & Jones Pasta Masala,60.0,10,54.0,5,108,108,False,1,1,2
450,Catch Black Pepper Sprinkler,100.0,0,100.0,1,50,50,False,1,1,1
451,Weikfield Cooker Cake Mix - Chocolate,95.0,6,89.0,6,150,150,False,1,1,2
452,ITC Master Chef Butter Chicken,75.0,30,52.0,6,80,80,False,1,1,3
453,Masala Oats Masala & Coriander ,195.0,9,176.0,5,500,500,False,2,1,2
454,Smith & Jones Mutter Paneer Masala,42.0,0,42.0,6,60,60,False,1,1,1
455,Kitchens of India Dal Bukhara Gravy Mix,110.0,30,77.0,6,285,285,False,2,1,3
456,Popular Essentials Fried Gram (Bengal Gram),70.0,10,63.0,6,500,500,False,2,1,2
457,Gits Jalebi with Maker Dessert Mix,75.0,16,63.0,6,100,100,False,1,1,3
458,Popular Essentials Soya Beans ,80.0,6,75.0,6,500,500,False,2,1,2
459,24 Mantra Organic Roasted Bengal Gram Dal,105.0,7,97.0,6,500,500,False,2,1,2
460,Keya Italian Seasoning,109.0,10,98.0,6,35,35,False,1,1,2
461,MTR Idli/Dosa/Chilly Chutney Powder,115.0,0,115.0,3,200,200,False,1,1,1
462,Delight Nuts Trail Mix ,399.0,25,299.0,6,200,200,False,1,1,3
463,Praakritik Organic Chilka Moong Dal,120.0,10,108.0,6,500,500,False,2,1,2
464,Smith & Jones Garlic & Herbs Masala Mix,99.0,0,99.0,6,75,75,False,1,1,1
465,Eastern Tamarind,63.0,0,63.0,6,200,200,False,1,1,1
466,Tong Garden Wasabi Coated Greenpeas Tin,200.0,11,178.0,6,180,180,False,1,1,2
467,Flying Bird Pineapple Artifical Food Essence,50.0,2,49.0,6,20,20,False,1,1,2
468,Mother's Recipe Tamarind Paste,50.0,2,49.0,2,200,200,False,1,1,2
469,Japanese Choice Udon Noodles,295.0,9,266.0,6,250,250,False,1,1,2
470,Pantai Coconut Milk,150.0,0,150.0,4,400,400,False,2,1,1
471,Praakritik Organic Masoor Dal,130.0,10,116.0,6,500,500,False,2,1,2
472,Popular Essentials Classic Sona Masuri Rice,430.0,10,387.0,6,5000,5,False,4,1,2
473,Popular Essentials Salted Murmure ,70.0,18,57.0,6,400,400,False,2,1,3
474,Oleev Active Oil (Pouch),265.0,9,239.0,6,1000,1,False,3,1,2
475,Delight Nuts Dried Blueberries ,540.0,20,432.0,6,150,150,False,1,1,3
476,Popular Essentials Double Beans White,60.0,10,54.0,6,250,250,False,1,1,2
477,Delight Nuts Almond Natural ,349.0,20,279.0,6,200,200,False,1,1,3
478,Praakritik Organic Jaggery,160.0,6,150.0,6,900,900,False,3,1,2
479,Praakritik Organic Raw Sugar,90.0,6,84.0,6,500,500,False,2,1,2
480,MTR Masala - Sambar Powder,115.0,0,115.0,4,200,200,False,1,1,1
481,RRO Til Dil Premium Til Oil Bottle,173.0,6,162.0,6,500,500,False,2,1,2
482,ITC Master Chef Vegetable Biryani Cooking Paste,75.0,30,52.0,5,80,80,False,1,1,3
483,Jivana Jaggery,100.0,0,100.0,2,950,950,False,3,1,1
484,Praakritik Organic Besan,170.0,6,159.0,6,500,500,False,2,1,2
485,MTR Instant Gulab Jamun Mix,195.0,9,176.0,6,500,500,False,2,1,2
486,Maggi Magic Cubes Extra Chicken,199.0,0,199.0,2,240,240,False,1,1,1
487,On1y Mixed Herbs,99.0,0,99.0,6,14,14,False,1,1,1
488,Popular Essentials Urad Gola Black (Un-Polished),80.0,10,72.0,6,500,500,False,2,1,2
489,Gits Dessert Mix China Grass Bombay Halwa,55.0,0,55.0,4,80,80,False,1,1,1
490,Praakritik Organic Basmati Rice,170.0,0,170.0,5,500,500,False,2,1,1
491,Ceres Foods Nalli Nihari Instant Liquid Masala,220.0,50,110.0,6,200,200,False,1,1,4
492,Borges Canola Oil Pet Bottle,399.0,0,399.0,6,1000,1,False,3,1,1
493,Suhana Biryani Masala,66.0,0,66.0,6,50,50,False,1,1,1
494,On1y Black Salt Grinder,99.0,0,99.0,6,100,100,False,1,1,1
495,Popular Essentials Nylon Til,40.0,2,39.0,6,100,100,False,1,1,2
496,Pillsbury Rich Choco Oven Cake Mix - Egg Free,170.0,6,159.0,6,270,270,False,2,1,2
497,Weikfield Tomato Salsa Instant Pasta,25.0,0,25.0,1,77,77,False,1,1,1
498,Praakritik Organic Jowar Atta,110.0,6,103.0,6,500,500,False,2,1,2
499,Sugarfree Gold Low Calorie Sweetner ,270.0,7,251.0,6,50,50,False,1,1,2
500,Epicurea Thai Jasmine Rice,295.0,0,295.0,4,500,500,False,2,1,1
501,Yummiez Chicken Garlic Fingers Pouch,250.0,0,250.0,5,400,400,False,2,1,1
502,RRO Primio Refined Groundnut (Jar),490.0,11,436.0,6,2000,2,False,4,1,2
503,Praakritik Organic Tuvar Dal,140.0,0,140.0,6,500,500,False,2,1,1
504,Sugarfree Gold Low Calorie Sweetner,185.0,5,175.0,3,300,300,False,2,1,2
505,Cantina Beans Mexican Beans,250.0,14,213.0,6,410,410,False,2,1,2
506,Pillsbury Oven Cake Mix - Vanilla,175.0,10,156.0,6,225,225,False,1,1,2
507,Hershey's Chocolate Milk Booster,200.0,0,200.0,6,450,450,False,2,1,1
508,Popular Essentials Byadagi Chilli Stemless,80.0,0,80.0,6,100,100,False,1,1,1
509,Suhana Spice Mix - Chicken Biryani,66.0,0,66.0,6,50,50,False,1,1,1
510,Praakritik Organic Yellow Moon Dal,135.0,0,135.0,6,500,500,False,2,1,1
511,Maggi Magic Cubes Extra Chicken,199.0,10,179.0,6,240,240,False,1,1,2
512,Dhara Filtered Groundnut Oil (Jar),1050.0,0,1050.0,2,5000,5,False,4,1,1
513,24 Mantra Sona Masuri Brown Rice,475.0,10,423.0,6,5000,5,False,4,1,2
514,24 Mantra Organic Pancharatna Dal - Split,130.0,7,120.0,6,500,500,False,2,1,2
515,24 Mantra Organic Cumin Powder,70.0,0,70.0,6,100,100,False,1,1,1
516,Popular Essentials Samba Broken Wheat,100.0,11,89.0,6,500,500,False,2,1,2
517,Betty Crocker Chocolate Fudge Cake Mix,295.0,0,295.0,6,475,475,False,2,1,1
518,Borges Extra Light Olive Oil Bottle ,2600.0,46,1399.0,6,2000,2,False,4,1,4
519,Flying Bird Premium Orange Artificial Food Essence,60.0,0,60.0,6,20,20,False,1,1,1
520,Popular Essentials Red Cherry/Gundu Chilli,95.0,0,95.0,6,100,100,False,1,1,1
521,Super Saver Kolam Rice Sortex Clean ,700.0,10,630.0,3,5000,5,False,4,1,2
522,Flying Bird Food Essence - Kewra,50.0,0,50.0,6,20,20,False,1,1,1
523,MTR Vada Breakfast,200.0,0,200.0,1,500,500,False,2,1,1
524,On1y Pasta Seasoning,99.0,0,99.0,6,30,30,False,1,1,1
525,Praakritik Organic Indrayani Rice,70.0,0,70.0,6,500,500,False,2,1,1
526,On1y Pizza Seasoning,99.0,0,99.0,6,28,28,False,1,1,1
527,Kitchens of India Mutter Paneer Mix,120.0,30,84.0,4,285,285,False,2,1,3
528,Aashirvaad Svasti Cow Ghee Tetra Pack,295.0,0,295.0,6,500,500,False,2,1,1
529,Weikfield Cooker Cake Mix - Vanilla,95.0,0,95.0,6,150,150,False,1,1,1
530,Praakritik Organic Kapli Wheat Atta,165.0,10,147.0,6,1000,1,False,3,1,2
531,Epicurea Sushi Rice,295.0,0,295.0,6,500,500,False,2,1,1
532,Sugarfree Natural Green Stevia Leaves Zero Calorie,75.0,0,75.0,2,100,100,False,1,1,1
533,Smith & Jones Italian Spices Masala Mix,99.0,0,99.0,6,75,75,False,1,1,1
534,Satyam Nighties Spices  Chilli Bore,89.0,10,80.0,6,100,100,False,1,1,2
535,Weikfield Veg Jelly Crystals - Orange,45.0,2,44.0,6,90,90,False,1,1,2
536,Praakritik Organic Jumbo Rolled Oats,190.0,11,169.0,6,500,500,False,2,1,2
537,On1y Sea Salt Grinder,89.0,0,89.0,6,100,100,False,1,1,1
538,Delight Nuts Berries Mix ,399.0,20,319.0,6,200,200,False,1,1,3
539,Everest Kesari Milk Masala,205.0,0,205.0,6,50,20,False,1,1,1
540,Praakritik Organic Ginger Powder,139.0,10,125.0,6,100,100,False,1,1,2
541,Suhana Mutton Gravy Mix,45.0,0,45.0,4,80,80,False,1,1,1
542,On1y Salad Seasoning Grinder,139.0,0,139.0,6,45,45,False,1,1,1
543,Figaro Pure Olive Oil,325.0,8,299.0,1,200,200,False,1,1,2
544,Madhur Sugar,60.0,6,56.0,0,1000,1,True,3,2,2
545,Amul Fresh Cream,63.0,0,63.0,0,250,250,True,1,2,1
546,Madhur Pure And Hygienic Sugar,295.0,9,266.0,0,5000,5,True,4,2,2
547,Satyam Poha Jada,35.0,8,32.0,0,500,500,True,2,2,2
548,Aashirvaad Superior MP Whole Wheat Atta,53.0,1,52.0,0,1000,1,True,3,2,2
549,Fortune Soyabean Oil,210.0,13,181.0,0,1000,1,True,3,2,2
550,Maggi Masala Ae Magic,58.0,6,54.0,0,72,72,True,1,2,2
551,Aashirvaad Iodised Salt ,22.0,13,19.0,0,1000,1,True,3,2,2
552,Maggi 2-Minute Instant Noodles - Masala,44.0,0,44.0,0,280,280,True,2,2,1
553,Popular Essentials Phool Makhana (Jumbo Size),150.0,14,128.0,0,100,100,True,1,2,2
554,Aashirvaad Atta With Mutigrains,315.0,8,287.0,0,5000,5,True,4,2,2
555,Tata Sampann Poha,44.0,6,41.0,0,500,500,True,2,2,2
556,Fortune Besan Flour,120.0,0,120.0,0,1000,1,True,3,2,1
557,Popular Essentials Toor Dal (Un-Polished),80.0,7,74.0,0,500,500,True,2,2,2
558,Everest Tikhalal Hot & Red Chilly Powder,47.0,2,46.0,0,100,100,True,1,2,2
559,Popular Essentials Chia Seeds,50.0,2,49.0,0,100,100,True,1,2,2
560,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,1,177.0,0,1000,200,True,3,2,2
561,Everest Coriander Powder,32.0,3,31.0,0,100,100,True,1,2,2
562,Satyam Thin Poha Patla,38.0,7,35.0,0,500,500,True,2,2,2
563,Popular Essentials Sona Masouri Raw Rice,75.0,0,75.0,0,1000,1,True,3,2,1
564,Tata Sampann High Protien Chana Dal - Split,64.0,0,64.0,0,500,500,True,2,2,1
565,Satyam Singdana ,119.0,6,111.0,0,500,500,True,2,2,2
566,Tata Sampann Moong Chilka ,88.0,6,82.0,0,500,500,True,2,2,2
567,Tata Sampann High Protien Toor Dal - Split,91.0,2,89.0,0,500,500,True,2,2,2
568,Ching's Chow Mein Hakka Noodles Masala,10.0,0,10.0,0,20,20,True,1,2,1
569,Everest Chat Masala,65.0,9,59.0,0,100,100,True,1,2,2
570,Popular Essentials Black Brown Chana (Un-Polished),55.0,9,50.0,0,500,500,True,2,2,2
571,Dabur Ginger Garlic Paste,50.0,6,47.0,0,200,200,True,1,2,2
572,Ching's Secret Veg Hakka Noodles,107.0,0,107.0,0,600,600,True,3,2,1
573,Saffola Oats 100 % Natural,15.0,0,15.0,0,38,38,True,1,2,1
574,Everest Kashmiri Lal Chilli Powder,310.0,10,279.0,0,500,500,True,2,2,2
575,Popular Essentials Black Raisins Seedless,60.0,10,54.0,0,100,100,True,1,2,2
576,Daawat Rozana Super Basmati Rice,79.0,0,79.0,0,1000,1,True,3,2,1
577,Everest Cumin Powder (Jeera),30.0,3,29.0,0,50,50,True,1,2,2
578,Everest Sambhar Masala,34.0,2,33.0,0,50,50,True,1,2,2
579,Maggi Chilly Chow Cuppa Noodles,50.0,0,50.0,0,70,70,True,1,2,1
580,Popular Essentials Mustard Seeds Rai Big,20.0,0,20.0,0,100,100,True,1,2,1
581,Patanjali Cow's Ghee,565.0,0,565.0,0,1000,1,True,3,2,1
582,Everest Amchur Powder,42.0,2,41.0,0,50,50,True,1,2,2
583,Daawat Super Basmati Rice,185.0,8,169.0,0,1000,1,True,3,2,2
584,Popular Essentials Sabudana,60.0,10,54.0,0,500,500,True,2,2,2
585,Popular Essentials Brown Sugar,40.0,0,40.0,0,500,500,True,2,2,1
586,Everest Coriander Powder,70.0,10,63.0,0,200,200,True,1,2,2
587,Sunfeast Yippee! Magic Masala Noodles,48.0,6,45.0,0,240,240,True,1,2,2
588,Tata Tea Gold,35.0,0,35.0,0,100,200,True,1,2,1
589,Daawat Rozana Gold Basmati Rice,90.0,1,89.0,0,1000,1,True,3,2,2
590,Top Ramen Masala,91.0,9,82.0,0,560,560,True,3,2,2
591,Everest Turmeric Powder,67.0,10,60.0,0,200,200,True,1,2,2
592,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,9,113.0,0,500,500,True,2,2,2
593,Keya Italian Pizza Oregano,109.0,11,97.0,0,80,80,True,1,2,2
594,Chef's Basket Durum Wheat Penne Pasta,160.0,50,80.0,0,500,500,True,2,2,4
595,Tata Sampann Kala Chana,125.0,0,125.0,0,1000,1,True,3,2,1
596,India Gate Basmati Rice,210.0,0,210.0,0,1000,1,True,3,2,1
597,24 Mantra Organic Whole Wheat Atta,64.0,7,59.0,0,1000,1,True,3,2,2
598,Zorabian Chicken Kheema Parathas,190.0,0,190.0,0,300,300,True,2,2,1
599,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,17,23.0,0,65,65,True,1,2,3
600,Sugarlite 50% Less Calories Sugar Pouch,99.0,40,59.0,0,500,500,True,2,2,4
601,Popular Essentials Sabja/Basil Seeds,60.0,15,51.0,0,100,100,True,1,2,2
602,Patanjali Pure Honey,95.0,0,95.0,0,250,250,True,1,2,1
603,Weikfield Falooda Mix - Mango,49.0,2,48.0,0,200,200,True,1,2,2
604,Pro Nature Organic Sonamasoori Brown Rice,102.0,7,94.0,0,1000,1,True,3,2,2
605,Maggi Special Masala Spicy Yummy Noodles,72.0,0,72.0,0,280,280,True,2,2,1
606,Godrej Yummiez Chicken Breakfast Salami,150.0,4,143.0,0,250,250,True,1,2,2
607,Everest Saffron Kesar,120.0,0,120.0,0,1,0,True,1,2,1
608,Mother Dairy Toned Milk Pouch,25.0,0,25.0,4,500,500,False,2,1,1
609,Mother Dairy Classic Curd,30.0,3,29.0,6,400,400,False,2,1,2
610,Mother Dairy Ultra Full Cream Milk,31.0,0,31.0,4,500,500,False,2,1,1
611,Amul Butter - Pasteurised,50.0,2,49.0,6,100,100,False,1,1,2
612,Britannia Sandwich White Bread,33.0,0,33.0,4,350,350,False,2,1,1
613,iD Curd Pouch,35.0,2,34.0,6,400,400,False,2,1,2
614,Britannia 100% Whole Wheat Bread,45.0,0,45.0,4,450,450,False,2,1,1
615,Britannia Healthy Slice Sandwich Bread,40.0,0,40.0,4,450,450,False,2,1,1
616,Gowardhan Classic Block Fresh Paneer,89.0,8,81.0,6,200,200,False,1,1,2
617,Amul Processed Cheese Cubes,106.0,4,101.0,6,200,200,False,1,1,2
618,Britannia Pav,22.0,0,22.0,4,250,250,False,1,1,1
619,Amul Butter - Pasteurised,245.0,2,240.0,6,500,500,False,2,1,2
620,Nestle A+ Nourish Dahi,35.0,2,34.0,6,200,200,False,1,1,2
621,Britannia Burger Bun with Sesame Seed,15.0,0,15.0,4,100,100,False,1,1,1
622,Amul Frozen Malai Paneer,75.0,2,73.0,6,200,200,False,1,1,2
623,iD Natural Paneer,105.0,5,99.0,6,200,200,False,1,1,2
624,Britannia Fruit Bun,17.0,0,17.0,3,100,100,False,1,1,1
625,Amul Cheese - Processed Slices,122.0,1,120.0,6,200,200,False,1,1,2
626,iD Curd Cup,60.0,0,60.0,6,400,400,False,2,1,1
627,The Bake Shop Premium White Sandwich Bread,30.0,0,30.0,1,400,400,False,2,1,1
628,Britannia Multigrain Bread ,55.0,0,55.0,4,400,400,False,2,1,1
629,Amul Processed Cheese Block,106.0,0,106.0,6,200,200,False,1,1,1
630,Nestle A+ Nourish Dahi,70.0,2,68.0,6,400,400,False,2,1,2
631,Epigamia Misti Doi,30.0,0,30.0,6,85,85,False,1,1,1
632,Amul Cheese - Block,245.0,2,240.0,6,500,500,False,2,1,2
633,Amul Butter - Pasteurised (School Pack),59.0,3,57.0,6,100,100,False,1,1,2
634,Britannia Brown Bread ,42.0,0,42.0,4,400,400,False,2,1,1
635,Epigamia Natural Greek Yogurt,45.0,0,45.0,6,90,90,False,1,1,1
636,The Bake Shop Pizza Base,30.0,0,30.0,1,150,150,False,1,1,1
637,Amul Delicious Fat Spread - Cholesterol Free,18.0,5,17.0,6,100,100,False,1,1,2
638,Nestle A+ Actiplus Probiotic Dahi Plain Curd,78.0,3,75.0,5,400,400,False,2,1,2
639,Bio Nutrients Pure Diet Tofu Gold ,60.0,5,57.0,5,200,200,False,1,1,2
640,Amul Delicious Fat Spread - Cholesterol Free,88.0,2,86.0,2,500,500,False,2,1,2
641,Amul Cheese - Pepper,85.0,3,82.0,6,200,200,False,1,1,2
642,Amul Cheese Spread Creamy,85.0,5,80.0,6,180,180,False,1,1,2
643,The Bake Shop Foot Long,40.0,0,40.0,1,200,200,False,1,1,1
644,Amul Cheese Slices,360.0,0,359.0,1,750,750,False,3,1,1
645,Suguna Sharp Egg ,72.0,13,62.0,3,348,6,False,2,1,2
646,Amul Cheese Sauce Mexican Salsa,75.0,4,72.0,1,200,200,False,1,1,2
647,Amul Pizza Cheese Processed,109.0,4,104.0,6,200,200,False,1,1,2
648,Amul Lite Spread,40.0,2,39.0,5,100,100,False,1,1,2
649,Go Cheese Slice - Plain,140.0,5,133.0,6,200,200,False,1,1,2
650,RRO Sour Cream,275.0,50,137.0,4,200,200,False,1,1,4
651,D'lecta Natural Feta Cheese Block,100.0,5,95.0,4,100,100,False,1,1,2
652,Suguna Active - DHA,72.0,13,62.0,4,348,6,False,2,1,2
653,Go Cheese Processed Angles Plain,100.0,5,95.0,6,160,160,False,1,1,2
654,Epigamia Greek Yogurt - Natural,200.0,0,200.0,1,400,400,False,2,1,1
